INFO:numexpr.utils:Note: detected 128 virtual cores but NumExpr set to maximum of 64, check "NUMEXPR_MAX_THREADS" environment variable.
INFO:numexpr.utils:Note: NumExpr detected 128 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
INFO:numexpr.utils:NumExpr defaulting to 8 threads.
WARNING:root:Config loaded using yaml path without using config class
2024-06-13 22:42:51,111 WARNING:   Adam got 1 unexpected and unused parameters: ['momentum'].
Please ensure that you specified the correct parameters:
Adam(params: Iterable[torch.nn.parameter.Parameter], lr: float = 0.001, betas: Tuple[float, float] = (0.9, 0.999), eps: float = 1e-06, weight_decay: float = 0.0, amsgrad: bool = False)
Passing in unused parameters is deprecated behaviour and support for it will be removed in a future release.
2024-06-13 22:42:51,139 INFO:   Effective batch size is 64.
2024-06-13 22:42:51,224 INFO:   Checkpoint autoloading is enabled. Looking for latest checkpoint in "/home/kevienzzq/mixed_precision/output/model_dir_mnist" directory with the following naming convention: `checkpoint_(step)(_timestamp)?.mdl`.
2024-06-13 22:42:51,225 INFO:   No checkpoints were found in "/home/kevienzzq/mixed_precision/output/model_dir_mnist".
2024-06-13 22:42:51,225 INFO:   No checkpoint was provided. Using randomly initialized model parameters.
2024-06-13 22:42:51,249 WARNING:   Passing an absolute path as the compile directory may lead to undesirably long paths as the directory is used on the server side, not on the client side. Please consider passing in a relative directory instead.
2024-06-13 22:42:54,853 INFO:   Compiling the model. This may take a few minutes.
2024-06-13 22:42:54,854 INFO:   Defaulted to use the job-operator namespace as the usernode config /opt/cerebras/config_v2 only has access to that namespace.
2024-06-13 22:42:56,477 INFO:   Initiating a new image build job against the cluster server.
2024-06-13 22:42:56,483 INFO:   Custom worker image build is disabled from server.
2024-06-13 22:42:56,483 WARNING:   Passing an absolute path as the compile directory may lead to undesirably long paths as the directory is used on the server side, not on the client side. Please consider passing in a relative directory instead.
2024-06-13 22:42:56,484 INFO:   Defaulted to use the job-operator namespace as the usernode config /opt/cerebras/config_v2 only has access to that namespace.
2024-06-13 22:42:56,575 INFO:   Initiating a new compile wsjob against the cluster server.
2024-06-13 22:42:56,589 INFO:   compile job id: wsjob-mv8dgr5din9ck4wx4typjp, remote log path: /n1/wsjob/workdir/job-operator/wsjob-mv8dgr5din9ck4wx4typjp
